genus	id	trg	og	n	ortho	gamma
Bumblebees	Bimp02639	Insecta	INS014775	2	GB50250	0.66704022
Honey bees	GB50250	Insecta	INS014775	2	Bimp02639	0.077218525
Bumblebees	Bimp12303	Insecta	INS014777	2	GB46254	0.740410832
Honey bees	GB46254	Insecta	INS014777	2	Bimp12303	0.096414424
Bumblebees	Bimp08666	Insecta	INS014783	2	GB53975	0.288262943
Honey bees	GB53975	Insecta	INS014783	2	Bimp08666	-0.173199622
Bumblebees	Bimp02836	Insecta	INS014786	2	GB41074	0.371965218
Honey bees	GB41074	Insecta	INS014786	2	Bimp02836	0.68131597
Bumblebees	Bimp13052	Insecta	INS014790	2	GB55263	1.135023069
Honey bees	GB55263	Insecta	INS014790	2	Bimp13052	0.839725162
Bumblebees	Bimp01989	Insecta	INS014794	2	GB41410	0.183258708
Honey bees	GB41410	Insecta	INS014794	2	Bimp01989	1.883986192
Bumblebees	Bimp02253	Insecta	INS014799	2	GB46926	0.592307319
Honey bees	GB46926	Insecta	INS014799	2	Bimp02253	-0.136120349
Bumblebees	Bimp13741	Insecta	INS014804	2	GB42541	0.05200967
Honey bees	GB42541	Insecta	INS014804	2	Bimp13741	0.190750648
Bumblebees	Bimp12715	Insecta	INS014808	2	GB47666	-0.158075812
Honey bees	GB47666	Insecta	INS014808	2	Bimp12715	-0.847372143
Bumblebees	Bimp02277	Insecta	INS014809	2	GB46895	-0.206951368
Honey bees	GB46895	Insecta	INS014809	2	Bimp02277	-0.41293755
Bumblebees	Bimp00393	Insecta	INS014812	2	GB50138	0.459245215
Honey bees	GB50138	Insecta	INS014812	2	Bimp00393	0.373799394
Bumblebees	Bimp12524	Insecta	INS014830	2	GB45634	1.4520421
Honey bees	GB45634	Insecta	INS014830	2	Bimp12524	-0.998634537
Bumblebees	Bimp05059	Insecta	INS014831	2	GB48408	0.701141871
Honey bees	GB48408	Insecta	INS014831	2	Bimp05059	-0.157045472
Bumblebees	Bimp06396	Insecta	INS014837	2	GB43131	0.480066696
Honey bees	GB43131	Insecta	INS014837	2	Bimp06396	-0.178666571
Bumblebees	Bimp10299	Insecta	INS014839	2	GB54133	0.731408055
Honey bees	GB54133	Insecta	INS014839	2	Bimp10299	-0.083754859
Bumblebees	Bimp00719	Insecta	INS014841	2	GB51846	1.137218183
Honey bees	GB51846	Insecta	INS014841	2	Bimp00719	0.595307737
Bumblebees	Bimp06395	Insecta	INS014844	2	GB43188	0.731516361
Honey bees	GB43188	Insecta	INS014844	2	Bimp06395	-0.036956811
Bumblebees	Bimp05394	Insecta	INS014846	2	GB55843	-0.063891151
Honey bees	GB55843	Insecta	INS014846	2	Bimp05394	0.808857778
Bumblebees	Bimp11605	Insecta	INS014849	2	GB55661	0.094435805
Honey bees	GB55661	Insecta	INS014849	2	Bimp11605	-0.146919768
Bumblebees	Bimp01017	Insecta	INS014852	2	GB40857	-0.465551614
Honey bees	GB40857	Insecta	INS014852	2	Bimp01017	-0.178233583
Bumblebees	Bimp05358	Insecta	INS014858	2	GB55824	1.336541179
Honey bees	GB55824	Insecta	INS014858	2	Bimp05358	-0.211647166
Bumblebees	Bimp05863	Insecta	INS014859	2	GB51628	0.474887184
Honey bees	GB51628	Insecta	INS014859	2	Bimp05863	-0.643875145
Bumblebees	Bimp07862	Insecta	INS014860	2	GB47167	0.511663958
Honey bees	GB54845	Insecta	INS014860	2	Bimp07862	0.053589457
Bumblebees	Bimp01670	Insecta	INS014861	2	GB52639	0.974195543
Honey bees	GB52639	Insecta	INS014861	2	Bimp01670	0.208894929
Bumblebees	Bimp00213	Insecta	INS014862	2	GB48178	0.254135059
Honey bees	GB48178	Insecta	INS014862	2	Bimp00213	0.161303582
Bumblebees	Bimp04625	Insecta	INS014864	2	GB46737	0.916671729
Honey bees	GB46737	Insecta	INS014864	2	Bimp04625	2.822334829
Bumblebees	Bimp05460	Insecta	INS014867	2	GB46621	0.567972045
Honey bees	GB46621	Insecta	INS014867	2	Bimp05460	-0.085720067
Bumblebees	Bimp11899	Insecta	INS014875	2	GB43709	-0.120119782
Honey bees	GB43709	Insecta	INS014875	2	Bimp11899	0.280190111
Bumblebees	Bimp02976	Insecta	INS014878	2	GB48983	0.678438549
Honey bees	GB48983	Insecta	INS014878	2	Bimp02976	-0.656182653
Bumblebees	Bimp04845	Insecta	INS014879	2	GB42466	-0.043078443
Honey bees	GB42466	Insecta	INS014879	2	Bimp04845	-0.593528351
Bumblebees	Bimp06153	Insecta	INS014880	2	GB53780	0.509931847
Honey bees	GB53780	Insecta	INS014880	2	Bimp06153	1.068050128
Bumblebees	Bimp05073	Insecta	INS014882	2	GB48363	0.111332539
Honey bees	GB48363	Insecta	INS014882	2	Bimp05073	0.336449582
Bumblebees	Bimp05692	Insecta	INS014885	2	GB43084	1.140039175
Honey bees	GB43084	Insecta	INS014885	2	Bimp05692	0.336629625
Bumblebees	Bimp09850	Insecta	INS014895	2	GB47553	1.231552423
Honey bees	GB47553	Insecta	INS014895	2	Bimp09850	0.276429939
Bumblebees	Bimp00588	Insecta	INS014902	2	GB52799	0.799087189
Honey bees	GB52799	Insecta	INS014902	2	Bimp00588	-0.532593631
Bumblebees	Bimp12077	Insecta	INS014905	2	GB48134	1.526399607
Honey bees	GB48134	Insecta	INS014905	2	Bimp12077	0.229729261
Bumblebees	Bimp12568	Insecta	INS014906	2	GB55778	0.727485647
Honey bees	GB55778	Insecta	INS014906	2	Bimp12568	-0.381774275
Bumblebees	Bimp02422	Insecta	INS014907	2	GB44113	0.437429409
Honey bees	GB44113	Insecta	INS014907	2	Bimp02422	-0.36238268
Bumblebees	Bimp12385	Insecta	INS014910	2	GB44018	0.029687071
Honey bees	GB44018	Insecta	INS014910	2	Bimp12385	0.031696632
Bumblebees	Bimp14276	Insecta	INS014924	2	GB43001	0.765950044
Honey bees	GB44971	Insecta	INS014924	2	Bimp14276	-0.27212177
Bumblebees	Bimp06823	Insecta	INS014926	2	GB49076	0.240505567
Honey bees	GB49076	Insecta	INS014926	2	Bimp06823	0.398602192
Bumblebees	Bimp06863	Apoidea	INS014927	2	GB51887	4.603113246
Honey bees	GB51887	Apoidea	INS014927	2	Bimp06863	0.58064641
Bumblebees	Bimp06362	Insecta	INS014929	2	GB40780	0.418921421
Honey bees	GB40780	Insecta	INS014929	2	Bimp06362	-0.177003887
Bumblebees	Bimp03664	Insecta	INS014930	2	GB48826	-0.093244052
Honey bees	GB48826	Insecta	INS014930	2	Bimp03664	0.215722791
Bumblebees	Bimp08080	Insecta	INS014931	2	GB45934	1.087143384
Honey bees	GB45934	Insecta	INS014931	2	Bimp08080	-0.36236306
Bumblebees	Bimp14016	Insecta	INS014935	2	GB53829	0.597094804
Honey bees	GB53829	Insecta	INS014935	2	Bimp14016	-0.297957669
Bumblebees	Bimp03756	Insecta	INS014940	2	GB45267	0.313705446
Honey bees	GB45267	Insecta	INS014940	2	Bimp03756	-0.453023588
Bumblebees	Bimp13293	Insecta	INS014942	2	GB52080	-0.418162094
Honey bees	GB52080	Insecta	INS014942	2	Bimp13293	-0.785450556
Bumblebees	Bimp05074	Insecta	INS014946	2	GB48362	0.574156441
Honey bees	GB48362	Insecta	INS014946	2	Bimp05074	-0.120851731
Bumblebees	Bimp01373	Insecta	INS014952	2	GB45337	1.50960704
Honey bees	GB45337	Insecta	INS014952	2	Bimp01373	-0.108946807
Bumblebees	Bimp02097	Insecta	INS014954	2	GB43861	0.503809117
Honey bees	GB43861	Insecta	INS014954	2	Bimp02097	0.389137941
Bumblebees	Bimp13318	Insecta	INS014960	2	GB52917	1.183954508
Honey bees	GB52917	Insecta	INS014960	2	Bimp13318	0.908448818
Bumblebees	Bimp00223	Insecta	INS014964	2	GB48112	0.960431155
Honey bees	GB48112	Insecta	INS014964	2	Bimp00223	-0.171684135
Bumblebees	Bimp13645	Insecta	INS014965	2	GB48999	0.290596022
Honey bees	GB48999	Insecta	INS014965	2	Bimp13645	0.716001929
Bumblebees	Bimp03723	Insecta	INS014966	2	GB44871	0.929735595
Honey bees	GB44871	Insecta	INS014966	2	Bimp03723	-0.222952404
Bumblebees	Bimp08405	Insecta	INS014972	2	GB44039	0.680260088
Honey bees	GB44039	Insecta	INS014972	2	Bimp08405	-0.375461634
Bumblebees	Bimp12635	Insecta	INS014973	2	GB48943	0.955001618
Honey bees	GB48943	Insecta	INS014973	2	Bimp12635	-0.332035623
Bumblebees	Bimp08327	Insecta	INS014975	2	GB51553	1.10495382
Honey bees	GB51553	Insecta	INS014975	2	Bimp08327	-0.799550487
Bumblebees	Bimp11733	Insecta	INS014976	2	GB46005	-0.613970219
Honey bees	GB46005	Insecta	INS014976	2	Bimp11733	0.285314311
Bumblebees	Bimp06958	Insecta	INS014980	2	GB54401	0.604301415
Honey bees	GB54401	Insecta	INS014980	2	Bimp06958	0.53920957
Bumblebees	Bimp01823	Insecta	INS014982	2	GB47011	1.592433706
Honey bees	GB47011	Insecta	INS014982	2	Bimp01823	-0.205423576
Bumblebees	Bimp04570	Insecta	INS014987	2	GB53918	1.78631175
Honey bees	GB53918	Insecta	INS014987	2	Bimp04570	0.142505126
Bumblebees	Bimp08608	Insecta	INS014988	2	GB49633	0.562021018
Honey bees	GB49633	Insecta	INS014988	2	Bimp08608	0.514017125
Bumblebees	Bimp11964	Insecta	INS014990	2	GB48604	-2.010881587
Honey bees	GB48604	Insecta	INS014990	2	Bimp00822	0.175571379
Bumblebees	Bimp13203	Insecta	INS014992	2	GB50290	0.555107049
Honey bees	GB50290	Insecta	INS014992	2	Bimp13203	0.215663474
Bumblebees	Bimp02220	Insecta	INS014999	2	GB47828	-0.328741521
Honey bees	GB47828	Insecta	INS014999	2	Bimp02220	-0.433802231
Bumblebees	Bimp12473	Insecta	INS015002	2	GB53179	1.326435463
Honey bees	GB53179	Insecta	INS015002	2	Bimp12473	0.724531484
Bumblebees	Bimp04429	Insecta	INS015003	2	GB44205	0.519615842
Honey bees	GB44205	Insecta	INS015003	2	Bimp04429	1.079428062
Bumblebees	Bimp00988	Insecta	INS015006	2	GB53731	0.574234021
Honey bees	GB53731	Insecta	INS015006	2	Bimp00988	0.787898668
Bumblebees	Bimp03560	Insecta	INS015017	2	GB42422	0.286675169
Honey bees	GB42422	Insecta	INS015017	2	Bimp03560	-0.167527068
Bumblebees	Bimp12583	Insecta	INS015019	2	GB54386	0.385813026
Honey bees	GB54386	Insecta	INS015019	2	Bimp12583	-0.374218403
Bumblebees	Bimp13564	Insecta	INS015022	2	GB45148	-0.14211999
Honey bees	GB45148	Insecta	INS015022	2	Bimp13564	2.388019443
Bumblebees	Bimp14237	Insecta	INS015025	2	GB43634	0.949670165
Honey bees	GB43634	Insecta	INS015025	2	Bimp14237	-0.532856555
Bumblebees	Bimp10887	Insecta	INS015026	2	GB54741	0.164253795
Honey bees	GB54741	Insecta	INS015026	2	Bimp10887	0.204743369
Bumblebees	Bimp03192	Hymenoptera	INS015030	2	GB55095	0.465232253
Honey bees	GB55095	Hymenoptera	INS015030	2	Bimp03192	0.289425865
Bumblebees	Bimp11865	Insecta	INS015031	2	GB40909	0.45679748
Honey bees	GB40909	Insecta	INS015031	2	Bimp11865	-0.155708284
Bumblebees	Bimp07435	Insecta	INS015033	2	GB48617	0.598222196
Honey bees	GB48617	Insecta	INS015033	2	Bimp07435	-0.013166149
Bumblebees	Bimp04026	Insecta	INS015040	2	GB42558	0.471138972
Honey bees	GB42558	Insecta	INS015040	2	Bimp04026	1.208840711
Bumblebees	Bimp05174	Insecta	INS015043	2	GB44442	1.925860314
Honey bees	GB44442	Insecta	INS015043	2	Bimp05174	0.363132605
Bumblebees	Bimp08737	Insecta	INS015051	2	GB43770	0.283236831
Honey bees	GB43770	Insecta	INS015051	2	Bimp08737	-0.714437915
Bumblebees	Bimp03453	Hymenoptera	INS015052	2	GB48003	0.440509459
Honey bees	GB48003	Hymenoptera	INS015052	2	Bimp03453	3.493749529
Bumblebees	Bimp03897	Insecta	INS015058	2	GB41134	0.712615054
Honey bees	GB41134	Insecta	INS015058	2	Bimp03897	-0.462326959
Bumblebees	Bimp04332	Insecta	INS015068	2	GB48727	0.953512623
Honey bees	GB48727	Insecta	INS015068	2	Bimp04332	0.886474057
Bumblebees	Bimp04021	Hymenoptera	INS015072	2	GB41123	0.364491586
Honey bees	GB41123	Hymenoptera	INS015072	2	Bimp04021	1.204774048
Bumblebees	Bimp05259	Insecta	INS015078	2	GB43836	0.514186546
Honey bees	GB43836	Insecta	INS015078	2	Bimp05259	0.34045526
Bumblebees	Bimp05564	Insecta	INS015082	2	GB42300	0.846839931
Honey bees	GB42300	Insecta	INS015082	2	Bimp05564	-0.025470158
Bumblebees	Bimp14160	Insecta	INS015083	2	GB51034	-0.342625014
Honey bees	GB51034	Insecta	INS015083	2	Bimp14160	0.412882218
Bumblebees	Bimp08180	Insecta	INS015085	2	GB46697	0.450681164
Honey bees	GB46697	Insecta	INS015085	2	Bimp08180	0.16156595
Bumblebees	Bimp08644	Insecta	INS015097	2	GB49701	0.919359454
Honey bees	GB49701	Insecta	INS015097	2	Bimp08644	-0.257807982
Bumblebees	Bimp08043	Insecta	INS015098	2	GB50867	0.737097902
Honey bees	GB50867	Insecta	INS015098	2	Bimp08043	0.211292993
Bumblebees	Bimp02774	Insecta	INS015100	2	GB50042	0.651011465
Honey bees	GB50042	Insecta	INS015100	2	Bimp02774	-0.398145364
Bumblebees	Bimp01124	Insecta	INS015102	2	GB47315	0.946524
Honey bees	GB47315	Insecta	INS015102	2	Bimp01124	0.246504328
Bumblebees	Bimp12610	Hymenoptera	INS015109	2	GB52467	2.919435389
Honey bees	GB52467	Hymenoptera	INS015109	2	Bimp12610	0.180051747
Bumblebees	Bimp05321	Insecta	INS015120	2	GB40459	1.048246586
Honey bees	GB40459	Insecta	INS015120	2	Bimp05321	-0.090355824
Bumblebees	Bimp08628	Insecta	INS015124	2	GB54136	-0.091726825
Honey bees	GB54136	Insecta	INS015124	2	Bimp08628	-0.604562386
Bumblebees	Bimp00982	Insecta	INS015126	2	GB53727	0.232091725
Honey bees	GB53727	Insecta	INS015126	2	Bimp00982	-0.29078101
Bumblebees	Bimp13545	Insecta	INS015127	2	GB42634	1.211692114
Honey bees	GB42634	Insecta	INS015127	2	Bimp13545	-0.152202461
Bumblebees	Bimp03997	Hymenoptera	INS015130	2	GB51407	0.492280589
Honey bees	GB51407	Hymenoptera	INS015130	2	Bimp03997	-0.47599581
Bumblebees	Bimp07397	Insecta	INS015131	2	GB41472	1.858223016
Honey bees	GB41472	Insecta	INS015131	2	Bimp07397	0.334215771
Bumblebees	Bimp12614	Insecta	INS015132	2	GB54935	0.575969456
Honey bees	GB54935	Insecta	INS015132	2	Bimp12614	1.210140608
Bumblebees	Bimp03486	Hymenoptera	INS015135	2	GB43941	0.37773027
Honey bees	GB43941	Hymenoptera	INS015135	2	Bimp03486	0.213058749
Bumblebees	Bimp05040	Insecta	INS015137	2	GB48389	0.875738066
Honey bees	GB48389	Insecta	INS015137	2	Bimp05040	1.571164603
Bumblebees	Bimp09520	Insecta	INS015138	2	GB49862	-0.066459879
Honey bees	GB49862	Insecta	INS015138	2	Bimp09520	0.723291205
Bumblebees	Bimp04290	Insecta	INS015143	2	GB44313	-0.147449511
Honey bees	GB44313	Insecta	INS015143	2	Bimp04290	0.339579057
Bumblebees	Bimp11288	Insecta	INS015147	2	GB49795	0.634484498
Honey bees	GB49795	Insecta	INS015147	2	Bimp11288	0.43352171
Bumblebees	Bimp11348	Insecta	INS015149	2	GB48630	0.188158985
Honey bees	GB48630	Insecta	INS015149	2	Bimp11348	-0.438784807
Bumblebees	Bimp01352	Hymenoptera	INS015150	2	GB40767	0.312285496
Honey bees	GB40767	Hymenoptera	INS015150	2	Bimp01352	0.252588998
Bumblebees	Bimp13296	Insecta	INS015151	2	GB52072	1.154928454
Honey bees	GB52072	Insecta	INS015151	2	Bimp10657	1.295057891
Bumblebees	Bimp12231	Insecta	INS015154	2	GB43145	0.355739685
Honey bees	GB43145	Insecta	INS015154	2	Bimp12231	3.008797603
Bumblebees	Bimp03323	Insecta	INS015165	2	GB47588	-0.209882207
Honey bees	GB47588	Insecta	INS015165	2	Bimp03323	0.152301349
Bumblebees	Bimp07827	Insecta	INS015168	2	GB44773	0.792689496
Honey bees	GB44773	Insecta	INS015168	2	Bimp07827	-0.599551347
Bumblebees	Bimp03735	Insecta	INS015170	2	GB45285	0.137428354
Honey bees	GB45285	Insecta	INS015170	2	Bimp03735	-0.032616078
Bumblebees	Bimp12553	Insecta	INS015171	2	GB43902	1.205288544
Honey bees	GB43902	Insecta	INS015171	2	Bimp12553	0.000737492
Bumblebees	Bimp06372	Insecta	INS015172	2	GB40807	0.82717613
Honey bees	GB40807	Insecta	INS015172	2	Bimp06372	-0.019642618
Bumblebees	Bimp00544	Insecta	INS015174	2	GB41600	0.766495298
Honey bees	GB41600	Insecta	INS015174	2	Bimp00544	-0.51047471
Bumblebees	Bimp08701	Insecta	INS015179	2	GB50623	0.581746955
Honey bees	GB50623	Insecta	INS015179	2	Bimp08701	0.661334876
Bumblebees	Bimp04847	Apoidea	INS015183	2	GB42435	-0.310209511
Honey bees	GB42435	Apoidea	INS015183	2	Bimp04847	2.271837454
Bumblebees	Bimp12874	Hymenoptera	INS015186	2	GB48622	0.856227538
Honey bees	GB48622	Hymenoptera	INS015186	2	Bimp12874	0.065992084
Bumblebees	Bimp05475	Insecta	INS015191	2	GB47571	0.476063118
Honey bees	GB47571	Insecta	INS015191	2	Bimp05475	-0.519368656
Bumblebees	Bimp06817	Insecta	INS015192	2	GB49120	0.441899737
Honey bees	GB49120	Insecta	INS015192	2	Bimp06817	0.054556054
Bumblebees	Bimp13575	Insecta	INS015198	2	GB41408	0.847080399
Honey bees	GB41408	Insecta	INS015198	2	Bimp13575	0.717172336
Bumblebees	Bimp09614	Insecta	INS015200	2	GB44495	0.270573715
Honey bees	GB44495	Insecta	INS015200	2	Bimp09614	0.202125107
Bumblebees	Bimp13877	Insecta	INS015203	2	GB51558	1.337750656
Honey bees	GB51558	Insecta	INS015203	2	Bimp13877	0.917870078
Bumblebees	Bimp06606	Insecta	INS015208	2	GB55571	0.80447942
Honey bees	GB55571	Insecta	INS015208	2	Bimp06606	-0.20230938
Bumblebees	Bimp06876	Insecta	INS015212	2	GB46537	1.385057169
Honey bees	GB46537	Insecta	INS015212	2	Bimp06876	0.434900191
Bumblebees	Bimp09575	Insecta	INS015213	2	GB45866	0.533606861
Honey bees	GB45866	Insecta	INS015213	2	Bimp09575	0.301808151
Bumblebees	Bimp07838	Insecta	INS015215	2	GB44786	0.839029863
Honey bees	GB44786	Insecta	INS015215	2	Bimp07838	0.102201892
Bumblebees	Bimp00993	Insecta	INS015219	2	GB48534	-0.047944104
Honey bees	GB48534	Insecta	INS015219	2	Bimp00993	-1.054310853
Bumblebees	Bimp12382	Insecta	INS015221	2	GB41738	0.914149932
Honey bees	GB41738	Insecta	INS015221	2	Bimp12382	-0.133099902
Bumblebees	Bimp08930	Insecta	INS015226	2	GB44580	-0.154552328
Honey bees	GB44580	Insecta	INS015226	2	Bimp08930	-0.861626162
Bumblebees	Bimp03750	Insecta	INS015227	2	GB45274	1.41341863
Honey bees	GB45274	Insecta	INS015227	2	Bimp03750	0.68822144
Bumblebees	Bimp12555	Hymenoptera	INS015229	2	GB40408	1.110684065
Honey bees	GB40408	Hymenoptera	INS015229	2	Bimp12555	-0.350819392
Bumblebees	Bimp01632	Insecta	INS015230	2	GB50996	0.223839567
Honey bees	GB50996	Insecta	INS015230	2	Bimp01632	-0.051061336
Bumblebees	Bimp07653	Insecta	INS015238	2	GB53815	0.989753604
Honey bees	GB53815	Insecta	INS015238	2	Bimp07653	0.125712353
Bumblebees	Bimp00728	Insecta	INS015244	2	GB54087	0.559967879
Honey bees	GB54087	Insecta	INS015244	2	Bimp00728	0.02944916
Bumblebees	Bimp07553	Insecta	INS015250	2	GB44539	-0.361703599
Honey bees	GB44539	Insecta	INS015250	2	Bimp07553	-0.260611012
Bumblebees	Bimp07809	Insecta	INS015253	2	GB44764	0.242037046
Honey bees	GB44764	Insecta	INS015253	2	Bimp07809	-0.521008363
Bumblebees	Bimp02744	Insecta	INS015258	2	GB50200	0.717229573
Honey bees	GB50200	Insecta	INS015258	2	Bimp02744	-0.352451074
Bumblebees	Bimp09956	Insecta	INS015261	2	GB54676	0.616531456
Honey bees	GB54676	Insecta	INS015261	2	Bimp09956	0.219097912
Bumblebees	Bimp02270	Insecta	INS015263	2	GB46892	1.351226802
Honey bees	GB46892	Insecta	INS015263	2	Bimp02270	0.651696841
Bumblebees	Bimp04247	Insecta	INS015267	2	GB51076	0.148123493
Honey bees	GB51076	Insecta	INS015267	2	Bimp04247	-0.59786095
Bumblebees	Bimp12074	Insecta	INS015268	2	GB41030	0.375610818
Honey bees	GB41030	Insecta	INS015268	2	Bimp12074	-0.610284632
Bumblebees	Bimp04345	Insecta	INS015269	2	GB52331	0.040215174
Honey bees	GB52331	Insecta	INS015269	2	Bimp04345	0.442181732
Bumblebees	Bimp02329	Insecta	INS015270	2	GB47322	-0.166001415
Honey bees	GB47322	Insecta	INS015270	2	Bimp02329	-0.987501614
Bumblebees	Bimp03982	Insecta	INS015271	2	GB42534	0.140149276
Honey bees	GB42534	Insecta	INS015271	2	Bimp03982	0.493654531
Bumblebees	Bimp08746	Insecta	INS015277	2	GB48466	0.208183731
Honey bees	GB48466	Insecta	INS015277	2	Bimp08746	-0.301729875
Bumblebees	Bimp12447	Insecta	INS015281	2	GB42052	1.078563422
Honey bees	GB42052	Insecta	INS015281	2	Bimp12447	1.504414278
Bumblebees	Bimp04754	Insecta	INS015282	2	GB42469	0.440536661
Honey bees	GB42469	Insecta	INS015282	2	Bimp04754	0.247305804
Bumblebees	Bimp03878	Insecta	INS015284	2	GB45757	0.290445205
Honey bees	GB45757	Insecta	INS015284	2	Bimp03878	0.264470243
Bumblebees	Bimp01895	Insecta	INS015288	2	GB41411	-0.08464002
Honey bees	GB41411	Insecta	INS015288	2	Bimp01895	0.503227097
Bumblebees	Bimp08606	Insecta	INS015289	2	GB49632	0.084200142
Honey bees	GB49632	Insecta	INS015289	2	Bimp08606	-0.371496051
Bumblebees	Bimp12522	Insecta	INS015296	2	GB48364	2.532044641
Honey bees	GB48364	Insecta	INS015296	2	Bimp12522	0.370269218
Bumblebees	Bimp07041	Insecta	INS015299	2	GB40705	-0.051467164
Honey bees	GB40705	Insecta	INS015299	2	Bimp07041	-0.220953309
Bumblebees	Bimp07027	Insecta	INS015304	2	GB40617	0.145084821
Honey bees	GB40617	Insecta	INS015304	2	Bimp07027	1.236259421
Bumblebees	Bimp03247	Insecta	INS015306	2	GB46210	0.777930788
Honey bees	GB46210	Insecta	INS015306	2	Bimp03247	-0.07490254
Bumblebees	Bimp02347	Insecta	INS015307	2	GB40938	0.078001141
Honey bees	GB40938	Insecta	INS015307	2	Bimp02347	-1.113112654
Bumblebees	Bimp01284	Insecta	INS015320	2	GB49529	0.410047997
Honey bees	GB49529	Insecta	INS015320	2	Bimp01284	-0.548850267
Bumblebees	Bimp09235	Insecta	INS015324	2	GB51015	2.45479757
Honey bees	GB51015	Insecta	INS015324	2	Bimp09235	-0.889293275
Bumblebees	Bimp10157	Insecta	INS015327	2	GB41793	0.664971501
Honey bees	GB41793	Insecta	INS015327	2	Bimp10157	-0.230382795
Bumblebees	Bimp10906	Insecta	INS015328	2	GB54779	1.385090361
Honey bees	GB54779	Insecta	INS015328	2	Bimp10906	-0.641389384
Bumblebees	Bimp13983	Apoidea	INS015332	2	GB41369	2.239581605
Honey bees	GB41369	Apoidea	INS015332	2	Bimp13983	0.196067513
Bumblebees	Bimp05865	Insecta	INS015334	2	GB51627	0.342167015
Honey bees	GB51627	Insecta	INS015334	2	Bimp05865	-0.469665398
Bumblebees	Bimp04043	Insecta	INS015335	2	GB42519	0.819544986
Honey bees	GB42519	Insecta	INS015335	2	Bimp04043	-0.080460956
Bumblebees	Bimp02706	Insecta	INS015336	2	GB50235	1.552073613
Honey bees	GB50235	Insecta	INS015336	2	Bimp02706	0.631586482
Bumblebees	Bimp10199	Insecta	INS015337	2	GB43554	-0.089239268
Honey bees	GB43554	Insecta	INS015337	2	Bimp10199	-0.354003538
Bumblebees	Bimp01127	Insecta	INS015339	2	GB47311	0.569031976
Honey bees	GB47311	Insecta	INS015339	2	Bimp01127	-0.044648234
Bumblebees	Bimp01219	Insecta	INS015341	2	GB50426	0.083596818
Honey bees	GB50426	Insecta	INS015341	2	Bimp01219	1.518914805
Bumblebees	Bimp12154	Insecta	INS015346	2	GB55077	1.061986333
Honey bees	GB55077	Insecta	INS015346	2	Bimp12154	-0.341156929
Bumblebees	Bimp09598	Insecta	INS015351	2	GB45851	2.07809872
Honey bees	GB45851	Insecta	INS015351	2	Bimp09598	0.45960936
Bumblebees	Bimp12699	Insecta	INS015358	2	GB41525	0.957038821
Honey bees	GB41525	Insecta	INS015358	2	Bimp12699	-0.017836499
Bumblebees	Bimp10360	Insecta	INS015360	2	GB53953	0.642560591
Honey bees	GB53953	Insecta	INS015360	2	Bimp10360	-0.199489733
Bumblebees	Bimp14314	Insecta	INS015363	2	GB49780	-0.064765966
Honey bees	GB49780	Insecta	INS015363	2	Bimp14314	1.556581945
